"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"	"Species_Name"	"N_Reads"	"Genome_Size"
147	70	705	705	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_violaceum"	1708422	2.79
148	71	675	675	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Alesia"	"Solanum_violaceum"	1708422	2.79
149	72	664	664	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
151	73	625	625	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
152	74	528	528	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
153	75	525	525	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
154	76	516	516	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
155	77	502	502	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
156	78	473	473	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
157	79	471	471	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
158	80	459	459	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
159	81	448	448	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
160	82	435	435	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative LTR elements"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_violaceum"	1708422	2.79
161	83	422	422	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
162	84	400	400	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
163	85	371	371	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Putative satellites (low confidence)"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ivana"	"Solanum_violaceum"	1708422	2.79
164	86	366	366	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
165	87	359	359	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Galadriel"	"Solanum_violaceum"	1708422	2.79
166	88	354	354	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
167	89	349	349	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
168	90	344	344	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
169	91	342	342	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
170	92	342	342	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
171	93	337	337	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
172	94	337	337	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
173	95	331	331	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
174	96	324	324	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
175	97	318	318	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
176	98	315	315	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
177	99	314	314	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
178	100	299	299	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
179	101	284	284	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
180	102	279	279	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
181	103	273	273	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
182	104	269	269	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
183	105	264	264	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
184	106	261	261	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
185	107	261	261	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
186	108	260	260	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
187	109	237	237	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
188	110	236	236	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
189	111	235	235	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_violaceum"	1708422	2.79
190	112	235	235	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
191	113	234	234	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
192	114	233	233	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
193	115	233	233	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
194	116	231	231	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
195	117	231	231	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/CRM"	"Solanum_violaceum"	1708422	2.79
196	118	229	229	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
197	119	223	223	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
198	120	220	220	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
199	121	215	215	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_violaceum"	1708422	2.79
200	122	210	210	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/TAR"	"Solanum_violaceum"	1708422	2.79
201	123	210	210	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/chromovirus/Tekay"	"Solanum_violaceum"	1708422	2.79
202	124	208	208	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila"	"Solanum_violaceum"	1708422	2.79
203	125	199	199	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
204	126	192	192	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
205	127	190	190	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
206	128	189	189	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre"	"Solanum_violaceum"	1708422	2.79
207	129	188	188	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
208	130	188	188	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
209	131	187	187	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
210	132	186	186	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
211	133	186	186	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Bianca"	"Solanum_violaceum"	1708422	2.79
212	134	183	183	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Other"	"All/repeat/mobile_element/Class_II/Subclass_1/TIR/hAT"	"Solanum_violaceum"	1708422	2.79
213	135	177	177	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
214	136	176	176	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
215	137	174	174	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ale"	"Solanum_violaceum"	1708422	2.79
216	138	174	174	"All/organelle/mitochondria"	"Other"	"All/organelle/mitochondria"	"Solanum_violaceum"	1708422	2.79
217	139	172	172	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Other"	"All/repeat/mobile_element/Class_I/LTR/Ty1_copia/Ikeros"	"Solanum_violaceum"	1708422	2.79
218	140	170	170	"All"	"Other"	"All"	"Solanum_violaceum"	1708422	2.79
